name,viable,score,n_total,n_motion,noise_mean,fg_event_ratio_mean,fg_events_mean,event_keep_ratio,mask_fg_mean,mask_lcc_ratio_mean,mask_presence_ratio,lambda_mean,omega_mean,ds_params,seg_params
rand_028,False,1.378343,462,230,0.480886,0.107048,88.343478,1.000000,33.360870,0.066037,0.091304,0.661541,0.596423,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=1.245 lambda_b=0.068 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=true post_hot_pixel_max_events_per_pixel=9 post_refractory_enable=false post_refractory_us=120 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=8 postfilter_adaptive_min_keep_ratio=0.02 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=2 postfilter_min_count_in_neighborhood=5 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=2 prefilter_ba_radius_px=2 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=true prefilter_ba_window_us=4000 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=14 prefilter_refractory_enable=true prefilter_refractory_us=2600,log_stats=false min_count=1 morph_close=false morph_kernel=5 morph_open=true
rand_024,False,1.395220,485,295,0.492381,0.094000,81.688136,1.000000,27.827119,0.063340,0.091525,0.671941,0.652166,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=1.108 lambda_b=0.064 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=9 post_refractory_enable=false post_refractory_us=300 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=10 postfilter_adaptive_min_keep_ratio=0.04 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=5 postfilter_min_count_in_neighborhood=8 postfilter_min_count_per_pixel=2 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=10 prefilter_refractory_enable=false prefilter_refractory_us=800,log_stats=false min_count=1 morph_close=true morph_kernel=3 morph_open=false
rand_003,False,1.405444,542,286,0.489227,0.093566,75.048951,0.999948,6.965035,0.125505,0.031469,0.611104,0.614720,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.734 lambda_b=0.244 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=10 post_refractory_enable=true post_refractory_us=120 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=10 postfilter_adaptive_min_keep_ratio=0.03 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=2 postfilter_min_count_in_neighborhood=5 postfilter_min_count_per_pixel=3 postfilter_neighbor_radius_px=1 prefilter_ba_enable=true prefilter_ba_min_neighbors=2 prefilter_ba_radius_px=2 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=9 prefilter_refractory_enable=true prefilter_refractory_us=900,log_stats=false min_count=2 morph_close=false morph_kernel=3 morph_open=false
rand_019,False,1.405875,457,254,0.488227,0.078635,64.755906,1.000000,15.795276,0.095702,0.059055,0.665245,0.649673,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.791 lambda_b=0.320 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=10 post_refractory_enable=false post_refractory_us=180 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=8 postfilter_adaptive_min_keep_ratio=0.05 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=2 postfilter_min_count_in_neighborhood=5 postfilter_min_count_per_pixel=2 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=2 prefilter_ba_same_polarity_only=true prefilter_ba_support_from_kept_only=true prefilter_ba_window_us=4000 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=10 prefilter_refractory_enable=false prefilter_refractory_us=2600,log_stats=false min_count=1 morph_close=true morph_kernel=3 morph_open=false
rand_007,False,1.437748,546,286,0.485583,0.087244,64.447552,0.999783,15.860140,0.057512,0.076923,0.652057,0.624254,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.893 lambda_b=0.218 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=true post_hot_pixel_max_events_per_pixel=11 post_refractory_enable=true post_refractory_us=450 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=6 postfilter_adaptive_min_keep_ratio=0.05 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=5 postfilter_min_count_in_neighborhood=6 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=true prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=2 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=4000 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=12 prefilter_refractory_enable=true prefilter_refractory_us=900,log_stats=false min_count=1 morph_close=false morph_kernel=5 morph_open=false
rand_020,False,1.444095,546,313,0.485833,0.093219,63.354633,1.000000,3.907348,0.116740,0.022364,0.599211,0.647106,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.715 lambda_b=0.179 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=12 post_refractory_enable=false post_refractory_us=300 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=12 postfilter_adaptive_min_keep_ratio=0.02 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=6 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=true prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=4000 prefilter_enable=true prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=11 prefilter_refractory_enable=false prefilter_refractory_us=1500,log_stats=false min_count=2 morph_close=false morph_kernel=3 morph_open=false
rand_005,False,1.445686,568,291,0.486042,0.087110,65.756014,0.999856,4.824742,0.122000,0.017182,0.596041,0.624149,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.542 lambda_b=0.313 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=12 post_refractory_enable=true post_refractory_us=450 postfilter_adaptive_enable=false postfilter_adaptive_min_keep_pixels=6 postfilter_adaptive_min_keep_ratio=0.04 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=4 postfilter_min_count_in_neighborhood=4 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=true prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=14 prefilter_refractory_enable=true prefilter_refractory_us=2000,log_stats=false min_count=2 morph_close=false morph_kernel=3 morph_open=true
hybrid_2,False,1.447607,504,254,0.491557,0.092203,60.437008,0.999860,5.602362,0.116644,0.031496,0.620892,0.636945,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.85 lambda_b=0.15 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=10 post_refractory_enable=true post_refractory_us=200 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=8 postfilter_adaptive_min_keep_ratio=0.03 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=3 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=true prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2500 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=10 prefilter_refractory_enable=false prefilter_refractory_us=800,log_stats=false min_count=2 morph_close=false morph_kernel=3 morph_open=false
rand_013,False,1.457928,579,306,0.495614,0.077180,70.833333,0.995502,15.006536,0.082021,0.055556,0.745684,0.631014,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=1.173 lambda_b=0.205 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=true post_hot_pixel_max_events_per_pixel=10 post_refractory_enable=true post_refractory_us=250 postfilter_adaptive_enable=false postfilter_adaptive_min_keep_pixels=6 postfilter_adaptive_min_keep_ratio=0.04 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=5 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=false prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=10 prefilter_refractory_enable=false prefilter_refractory_us=800,log_stats=false min_count=3 morph_close=false morph_kernel=5 morph_open=false
rand_025,False,1.462488,296,172,0.481333,0.111928,97.389535,1.000000,4.395349,0.111928,0.017442,0.559095,0.655849,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.645 lambda_b=0.179 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=11 post_refractory_enable=true post_refractory_us=700 postfilter_adaptive_enable=false postfilter_adaptive_min_keep_pixels=12 postfilter_adaptive_min_keep_ratio=0.05 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=8 postfilter_min_count_per_pixel=3 postfilter_neighbor_radius_px=1 prefilter_ba_enable=true prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=true prefilter_ba_window_us=3000 prefilter_enable=true prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=9 prefilter_refractory_enable=true prefilter_refractory_us=900,log_stats=false min_count=1 morph_close=false morph_kernel=5 morph_open=true
mut_002_rand_029,False,1.467174,807,417,0.474796,0.130983,114.558753,1.000000,5.009592,0.102121,0.021583,0.538400,0.626285,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.826 lambda_b=0.020 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=true post_hot_pixel_max_events_per_pixel=9 post_refractory_enable=false post_refractory_us=250 postfilter_adaptive_enable=false postfilter_adaptive_min_keep_pixels=10 postfilter_adaptive_min_keep_ratio=0.05 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=5 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=true prefilter_ba_min_neighbors=3 prefilter_ba_radius_px=2 prefilter_ba_same_polarity_only=true prefilter_ba_support_from_kept_only=true prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=10 prefilter_refractory_enable=true prefilter_refractory_us=1900,log_stats=false min_count=2 morph_close=false morph_kernel=3 morph_open=false
rand_001,False,1.469300,294,146,0.470058,0.128884,103.246575,1.000000,15.732877,0.076826,0.041096,0.541776,0.631108,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.962 lambda_b=0.038 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=12 post_refractory_enable=false post_refractory_us=700 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=6 postfilter_adaptive_min_keep_ratio=0.03 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=5 postfilter_min_count_in_neighborhood=4 postfilter_min_count_per_pixel=3 postfilter_neighbor_radius_px=1 prefilter_ba_enable=true prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=true prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=9 prefilter_refractory_enable=false prefilter_refractory_us=300,log_stats=false min_count=2 morph_close=true morph_kernel=3 morph_open=false
rand_014,False,1.499600,510,274,0.428429,0.080637,70.496350,0.917576,1.189781,0.090831,0.000000,0.732712,0.633806,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=1.050 lambda_b=0.326 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=true post_hot_pixel_max_events_per_pixel=11 post_refractory_enable=false post_refractory_us=120 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=8 postfilter_adaptive_min_keep_ratio=0.03 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=5 postfilter_min_count_in_neighborhood=4 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=true prefilter_ba_min_neighbors=2 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=true prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=11 prefilter_refractory_enable=true prefilter_refractory_us=2600,log_stats=false min_count=1 morph_close=false morph_kernel=3 morph_open=false
rand_015,False,1.516085,577,314,0.498333,0.072471,67.464968,1.000000,17.990446,0.045278,0.073248,0.800065,0.633653,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=1.141 lambda_b=0.339 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=11 post_refractory_enable=false post_refractory_us=250 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=12 postfilter_adaptive_min_keep_ratio=0.02 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=6 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=true prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=3000 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=14 prefilter_refractory_enable=true prefilter_refractory_us=900,log_stats=false min_count=3 morph_close=false morph_kernel=5 morph_open=false
post_density_mild,False,1.518734,483,274,0.331715,0.102573,42.262774,0.583700,8.507299,0.119138,0.054745,0.567141,0.667345,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.70 lambda_b=0.10 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=10 post_refractory_enable=false post_refractory_us=250 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=8 postfilter_adaptive_min_keep_ratio=0.03 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=4 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=false prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=10 prefilter_refractory_enable=false prefilter_refractory_us=800,log_stats=false min_count=1 morph_close=false morph_kernel=3 morph_open=false
rand_023,False,1.570711,510,307,0.491599,0.065933,63.657980,0.999882,9.742671,0.060690,0.045603,0.746155,0.640384,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.935 lambda_b=0.338 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=10 post_refractory_enable=true post_refractory_us=120 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=12 postfilter_adaptive_min_keep_ratio=0.04 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=2 postfilter_min_count_in_neighborhood=8 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=9 prefilter_refractory_enable=true prefilter_refractory_us=1200,log_stats=false min_count=1 morph_close=false morph_kernel=3 morph_open=false
rand_018,False,1.593332,556,309,0.501165,0.074488,58.873786,1.000000,3.064725,0.093428,0.016181,0.645243,0.643522,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.782 lambda_b=0.232 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=true post_hot_pixel_max_events_per_pixel=8 post_refractory_enable=false post_refractory_us=300 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=12 postfilter_adaptive_min_keep_ratio=0.04 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=5 postfilter_min_count_in_neighborhood=3 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=true prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=true prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=4000 prefilter_enable=true prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=12 prefilter_refractory_enable=true prefilter_refractory_us=2600,log_stats=false min_count=2 morph_close=false morph_kernel=5 morph_open=false
rand_022,False,1.593404,513,302,0.485505,0.070176,58.920530,1.000000,2.440397,0.089584,0.019868,0.649839,0.655213,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.711 lambda_b=0.274 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=12 post_refractory_enable=false post_refractory_us=120 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=6 postfilter_adaptive_min_keep_ratio=0.03 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=4 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=true prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=1500 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=9 prefilter_refractory_enable=true prefilter_refractory_us=900,log_stats=false min_count=2 morph_close=false morph_kernel=3 morph_open=false
rand_016,False,1.618698,548,291,0.491729,0.065390,55.113402,1.000000,12.560137,0.066048,0.065292,0.801099,0.644267,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=1.202 lambda_b=0.266 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=9 post_refractory_enable=false post_refractory_us=180 postfilter_adaptive_enable=false postfilter_adaptive_min_keep_pixels=8 postfilter_adaptive_min_keep_ratio=0.04 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=5 postfilter_min_count_in_neighborhood=10 postfilter_min_count_per_pixel=3 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=3 prefilter_ba_radius_px=2 prefilter_ba_same_polarity_only=true prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=3000 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=12 prefilter_refractory_enable=true prefilter_refractory_us=900,log_stats=false min_count=2 morph_close=true morph_kernel=3 morph_open=false
rand_030,False,1.667632,479,244,0.495731,0.072190,50.487705,0.999890,14.991803,0.104279,0.032787,0.749344,0.648044,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=1.204 lambda_b=0.190 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=12 post_refractory_enable=true post_refractory_us=300 postfilter_adaptive_enable=false postfilter_adaptive_min_keep_pixels=12 postfilter_adaptive_min_keep_ratio=0.05 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=5 postfilter_min_count_per_pixel=3 postfilter_neighbor_radius_px=1 prefilter_ba_enable=true prefilter_ba_min_neighbors=2 prefilter_ba_radius_px=2 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=1500 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=9 prefilter_refractory_enable=true prefilter_refractory_us=2000,log_stats=false min_count=1 morph_close=false morph_kernel=3 morph_open=false
rand_021,False,1.709675,521,304,0.496540,0.063820,53.710526,1.000000,8.483553,0.065673,0.042763,0.762715,0.651877,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=1.029 lambda_b=0.299 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=12 post_refractory_enable=false post_refractory_us=450 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=12 postfilter_adaptive_min_keep_ratio=0.03 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=5 postfilter_min_count_in_neighborhood=3 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=10 prefilter_refractory_enable=false prefilter_refractory_us=800,log_stats=false min_count=1 morph_close=false morph_kernel=3 morph_open=false
rand_026,False,1.887252,510,268,0.489617,0.066015,42.694030,0.999879,3.369403,0.094856,0.011194,0.620046,0.666744,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.645 lambda_b=0.242 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=9 post_refractory_enable=true post_refractory_us=450 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=10 postfilter_adaptive_min_keep_ratio=0.02 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=5 postfilter_min_count_in_neighborhood=4 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=true prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=14 prefilter_refractory_enable=true prefilter_refractory_us=900,log_stats=false min_count=1 morph_close=false morph_kernel=3 morph_open=false
